inputs=199 keys=528 outputs=67 gates=2171
iteration: 1; vars: 13747; clauses: 18318; decisions: 185470
iteration: 1325; vars: 5436851; clauses: 2177930; decisions: 5143037
iteration: 1326; vars: 5440947; clauses: 995960; decisions: 5163428
iteration: 1327; vars: 5445043; clauses: 1006272; decisions: 5164000
iteration: 1328; vars: 5449139; clauses: 1016596; decisions: 5164573
iteration: 1329; vars: 5453235; clauses: 1026920; decisions: 5165806
iteration: 1330; vars: 5457331; clauses: 1037236; decisions: 5168147
iteration: 1331; vars: 5461427; clauses: 1047560; decisions: 5169555
iteration: 1332; vars: 5465523; clauses: 1057884; decisions: 5171873
iteration: 1333; vars: 5469619; clauses: 1068216; decisions: 5173409
iteration: 1334; vars: 5473715; clauses: 1078540; decisions: 5175017
iteration: 1335; vars: 5477811; clauses: 1088864; decisions: 5176693
iteration: 1336; vars: 5481907; clauses: 1099188; decisions: 5178360
iteration: 1337; vars: 5486003; clauses: 1109512; decisions: 5180040
iteration: 1338; vars: 5490099; clauses: 1119836; decisions: 5181742
iteration: 1339; vars: 5494195; clauses: 1130160; decisions: 5183322
iteration: 1340; vars: 5498291; clauses: 1140484; decisions: 5184910
iteration: 1341; vars: 5502387; clauses: 1150808; decisions: 5186564
iteration: 1342; vars: 5506483; clauses: 1161140; decisions: 5188297
iteration: 1343; vars: 5510579; clauses: 1171464; decisions: 5189992
iteration: 1344; vars: 5514675; clauses: 1181788; decisions: 5191571
iteration: 1345; vars: 5518771; clauses: 1192102; decisions: 5192521
iteration: 1346; vars: 5522867; clauses: 1202404; decisions: 5193472
iteration: 1347; vars: 5526963; clauses: 1212718; decisions: 5195539
iteration: 1348; vars: 5531059; clauses: 1223032; decisions: 5198165
iteration: 1349; vars: 5535155; clauses: 1233336; decisions: 5200445
iteration: 1350; vars: 5539251; clauses: 1243640; decisions: 5206915
iteration: 1351; vars: 5543347; clauses: 1253944; decisions: 5212811
iteration: 1352; vars: 5547443; clauses: 1264258; decisions: 5214878
iteration: 1353; vars: 5551539; clauses: 1274580; decisions: 5217005
iteration: 1354; vars: 5555635; clauses: 1284910; decisions: 5219167
iteration: 1355; vars: 5559731; clauses: 1295232; decisions: 5221379
iteration: 1356; vars: 5563827; clauses: 1305554; decisions: 5224028
iteration: 1357; vars: 5567923; clauses: 1315868; decisions: 5226521
iteration: 1358; vars: 5572019; clauses: 1326182; decisions: 5228976
iteration: 1359; vars: 5576115; clauses: 1336496; decisions: 5233316
iteration: 1360; vars: 5580211; clauses: 1346810; decisions: 5235840
iteration: 1361; vars: 5584307; clauses: 1357132; decisions: 5238380
iteration: 1362; vars: 5588403; clauses: 1367454; decisions: 5240825
iteration: 1363; vars: 5592499; clauses: 1377776; decisions: 5243157
iteration: 1364; vars: 5596595; clauses: 1388098; decisions: 5245641
iteration: 1365; vars: 5600691; clauses: 1398432; decisions: 5248342
iteration: 1366; vars: 5604787; clauses: 1408754; decisions: 5250814
iteration: 1367; vars: 5608883; clauses: 1419076; decisions: 5259162
iteration: 1368; vars: 5612979; clauses: 1429390; decisions: 5261519
iteration: 1369; vars: 5617075; clauses: 1439704; decisions: 5264559
iteration: 1370; vars: 5621171; clauses: 1450018; decisions: 5266996
iteration: 1371; vars: 5625267; clauses: 1460332; decisions: 5269407
iteration: 1372; vars: 5629363; clauses: 1470646; decisions: 5271629
iteration: 1373; vars: 5633459; clauses: 1480960; decisions: 5275182
iteration: 1374; vars: 5637555; clauses: 1491294; decisions: 5277790
iteration: 1375; vars: 5641651; clauses: 1501620; decisions: 5283590
iteration: 1376; vars: 5645747; clauses: 1511938; decisions: 5286213
iteration: 1377; vars: 5649843; clauses: 1522248; decisions: 5288817
iteration: 1378; vars: 5653939; clauses: 1532558; decisions: 5291394
iteration: 1379; vars: 5658035; clauses: 1542868; decisions: 5294024
iteration: 1380; vars: 5662131; clauses: 1553178; decisions: 5296876
iteration: 1381; vars: 5666227; clauses: 1563492; decisions: 5299487
iteration: 1382; vars: 5670323; clauses: 1573814; decisions: 5302119
iteration: 1383; vars: 5674419; clauses: 1584128; decisions: 5304781
iteration: 1384; vars: 5678515; clauses: 1594434; decisions: 5307476
iteration: 1385; vars: 5682611; clauses: 1604740; decisions: 5310169
iteration: 1386; vars: 5686707; clauses: 1615046; decisions: 5315454
iteration: 1387; vars: 5690803; clauses: 1625352; decisions: 5318051
iteration: 1388; vars: 5694899; clauses: 1635658; decisions: 5320655
iteration: 1389; vars: 5698995; clauses: 1645972; decisions: 5323249
iteration: 1390; vars: 5703091; clauses: 1656294; decisions: 5325791
iteration: 1391; vars: 5707187; clauses: 1666616; decisions: 5328417
iteration: 1392; vars: 5711283; clauses: 1676938; decisions: 5331006
iteration: 1393; vars: 5715379; clauses: 1687260; decisions: 5333621
iteration: 1394; vars: 5719475; clauses: 1697582; decisions: 5336584
iteration: 1395; vars: 5723571; clauses: 1707904; decisions: 5339550
iteration: 1396; vars: 5727667; clauses: 1718226; decisions: 5341677
iteration: 1397; vars: 5731763; clauses: 1728556; decisions: 5343832
iteration: 1398; vars: 5735859; clauses: 1738886; decisions: 5346007
iteration: 1399; vars: 5739955; clauses: 1749208; decisions: 5348208
iteration: 1400; vars: 5744051; clauses: 1759530; decisions: 5350441
iteration: 1401; vars: 5748147; clauses: 1769842; decisions: 5352644
iteration: 1402; vars: 5752243; clauses: 1780154; decisions: 5354860
iteration: 1403; vars: 5756339; clauses: 1790464; decisions: 5357735
iteration: 1404; vars: 5760435; clauses: 1800774; decisions: 5360677
iteration: 1405; vars: 5764531; clauses: 1811092; decisions: 5363661
iteration: 1406; vars: 5768627; clauses: 1821410; decisions: 5366700
iteration: 1407; vars: 5772723; clauses: 1831720; decisions: 5369762
iteration: 1408; vars: 5776819; clauses: 1842030; decisions: 5372817
iteration: 1409; vars: 5780915; clauses: 1852352; decisions: 5375894
iteration: 1410; vars: 5785011; clauses: 1862682; decisions: 5379073
iteration: 1411; vars: 5789107; clauses: 1873022; decisions: 5382194
iteration: 1412; vars: 5793203; clauses: 1883370; decisions: 5386912
iteration: 1413; vars: 5797299; clauses: 1893710; decisions: 5390013
iteration: 1414; vars: 5801395; clauses: 1904050; decisions: 5393082
iteration: 1415; vars: 5805491; clauses: 1914390; decisions: 5400203
iteration: 1416; vars: 5809587; clauses: 1924694; decisions: 5402966
iteration: 1417; vars: 5813683; clauses: 1935006; decisions: 5405713
iteration: 1418; vars: 5817779; clauses: 1945318; decisions: 5408466
iteration: 1419; vars: 5821875; clauses: 1955622; decisions: 5411243
iteration: 1420; vars: 5825971; clauses: 1965926; decisions: 5414039
iteration: 1421; vars: 5830067; clauses: 1976230; decisions: 5416867
iteration: 1422; vars: 5834163; clauses: 1986534; decisions: 5419719
iteration: 1423; vars: 5838259; clauses: 1996838; decisions: 5422587
iteration: 1424; vars: 5842355; clauses: 2007134; decisions: 5425468
iteration: 1425; vars: 5846451; clauses: 2017422; decisions: 5428367
iteration: 1426; vars: 5850547; clauses: 2027718; decisions: 5431294
iteration: 1427; vars: 5854643; clauses: 2038022; decisions: 5434260
iteration: 1428; vars: 5858739; clauses: 2048326; decisions: 5437204
iteration: 1429; vars: 5862835; clauses: 2058630; decisions: 5440150
iteration: 1430; vars: 5866931; clauses: 2068942; decisions: 5443123
iteration: 1431; vars: 5871027; clauses: 2079264; decisions: 5445439
iteration: 1432; vars: 5875123; clauses: 2089594; decisions: 5447787
iteration: 1433; vars: 5879219; clauses: 2099916; decisions: 5450112
iteration: 1434; vars: 5883315; clauses: 2110238; decisions: 5452404
iteration: 1435; vars: 5887411; clauses: 2120568; decisions: 5455601
iteration: 1436; vars: 5891507; clauses: 2130890; decisions: 5457789
iteration: 1437; vars: 5895603; clauses: 2141212; decisions: 5459982
iteration: 1438; vars: 5899699; clauses: 2151534; decisions: 5462191
iteration: 1439; vars: 5903795; clauses: 2161856; decisions: 5464412
iteration: 1440; vars: 5907891; clauses: 2172178; decisions: 5466707
iteration: 1441; vars: 5911987; clauses: 2182500; decisions: 5468936
iteration: 1442; vars: 5916083; clauses: 2192814; decisions: 5471177
iteration: 1443; vars: 5920179; clauses: 2203120; decisions: 5473440
iteration: 1444; vars: 5924275; clauses: 2213426; decisions: 5475696
iteration: 1445; vars: 5928371; clauses: 2223732; decisions: 5477932
iteration: 1446; vars: 5932467; clauses: 2234038; decisions: 5480169
iteration: 1447; vars: 5936563; clauses: 2244336; decisions: 5482431
iteration: 1448; vars: 5940659; clauses: 2254634; decisions: 5484683
iteration: 1449; vars: 5944755; clauses: 2264974; decisions: 5487598
iteration: 1450; vars: 5948851; clauses: 2275306; decisions: 5490517
iteration: 1451; vars: 5952947; clauses: 2285638; decisions: 5493448
iteration: 1452; vars: 5957043; clauses: 2295982; decisions: 5496401
iteration: 1453; vars: 5961139; clauses: 2306318; decisions: 5499370
iteration: 1454; vars: 5965235; clauses: 2316662; decisions: 5502369
iteration: 1455; vars: 5969331; clauses: 2327014; decisions: 5505412
iteration: 1456; vars: 5973427; clauses: 2337358; decisions: 5508456
iteration: 1457; vars: 5977523; clauses: 2347694; decisions: 5511516
iteration: 1458; vars: 5981619; clauses: 2358030; decisions: 5514599
iteration: 1459; vars: 5985715; clauses: 2368358; decisions: 5517639
iteration: 1460; vars: 5989811; clauses: 2378694; decisions: 5520693
iteration: 1461; vars: 5993907; clauses: 2389038; decisions: 5523747
iteration: 1462; vars: 5998003; clauses: 2399374; decisions: 5526836
iteration: 1463; vars: 6002099; clauses: 2409718; decisions: 5529921
iteration: 1464; vars: 6006195; clauses: 2420062; decisions: 5533009
iteration: 1465; vars: 6010291; clauses: 2430398; decisions: 5536820
iteration: 1466; vars: 6014387; clauses: 2440724; decisions: 5539902
iteration: 1467; vars: 6018483; clauses: 2451050; decisions: 5542260
iteration: 1468; vars: 6022579; clauses: 2461376; decisions: 5544612
iteration: 1469; vars: 6026675; clauses: 2471702; decisions: 5546979
iteration: 1470; vars: 6030771; clauses: 2482020; decisions: 5549313
iteration: 1471; vars: 6034867; clauses: 1094548; decisions: 5550927
iteration: 1472; vars: 6038963; clauses: 1104832; decisions: 5551506
iteration: 1473; vars: 6043059; clauses: 1115116; decisions: 5552088
iteration: 1474; vars: 6047155; clauses: 1125400; decisions: 5554525
iteration: 1475; vars: 6051251; clauses: 1135700; decisions: 5555261
iteration: 1476; vars: 6055347; clauses: 1146000; decisions: 5555998
iteration: 1477; vars: 6059443; clauses: 1156312; decisions: 5557660
iteration: 1478; vars: 6063539; clauses: 1166616; decisions: 5562705
iteration: 1479; vars: 6067635; clauses: 1176912; decisions: 5564982
iteration: 1480; vars: 6071731; clauses: 1187216; decisions: 5567353
iteration: 1481; vars: 6075827; clauses: 1197520; decisions: 5569816
iteration: 1482; vars: 6079923; clauses: 1207824; decisions: 5572377
iteration: 1483; vars: 6084019; clauses: 1218128; decisions: 5575004
iteration: 1484; vars: 6088115; clauses: 1228432; decisions: 5577698
iteration: 1485; vars: 6092211; clauses: 1238744; decisions: 5580425
iteration: 1486; vars: 6096307; clauses: 1249064; decisions: 5582730
iteration: 1487; vars: 6100403; clauses: 1259384; decisions: 5585505
iteration: 1488; vars: 6104499; clauses: 1269696; decisions: 5588315
iteration: 1489; vars: 6108595; clauses: 1280000; decisions: 5593475
iteration: 1490; vars: 6112691; clauses: 1290284; decisions: 5595896
iteration: 1491; vars: 6116787; clauses: 1300576; decisions: 5598445
iteration: 1492; vars: 6120883; clauses: 1310860; decisions: 5601085
iteration: 1493; vars: 6124979; clauses: 1321152; decisions: 5603800
iteration: 1494; vars: 6129075; clauses: 1331452; decisions: 5606578
iteration: 1495; vars: 6133171; clauses: 1341760; decisions: 5609439
iteration: 1496; vars: 6137267; clauses: 1352076; decisions: 5612334
iteration: 1497; vars: 6141363; clauses: 1362400; decisions: 5615253
iteration: 1498; vars: 6145459; clauses: 1372716; decisions: 5618206
iteration: 1499; vars: 6149555; clauses: 1383032; decisions: 5621217
iteration: 1500; vars: 6153651; clauses: 1393348; decisions: 5624247
iteration: 1501; vars: 6157747; clauses: 1403664; decisions: 5627906
iteration: 1502; vars: 6161843; clauses: 1413968; decisions: 5630851
iteration: 1503; vars: 6165939; clauses: 1424272; decisions: 5633777
iteration: 1504; vars: 6170035; clauses: 1434566; decisions: 5636678
iteration: 1505; vars: 6174131; clauses: 1444868; decisions: 5639550
iteration: 1506; vars: 6178227; clauses: 1455178; decisions: 5642436
iteration: 1507; vars: 6182323; clauses: 1465480; decisions: 5645342
iteration: 1508; vars: 6186419; clauses: 1475782; decisions: 5648271
iteration: 1509; vars: 6190515; clauses: 1486084; decisions: 5651220
iteration: 1510; vars: 6194611; clauses: 1496386; decisions: 5654188
iteration: 1511; vars: 6198707; clauses: 1506688; decisions: 5657184
iteration: 1512; vars: 6202803; clauses: 1516982; decisions: 5660205
iteration: 1513; vars: 6206899; clauses: 1527276; decisions: 5663258
iteration: 1514; vars: 6210995; clauses: 1537578; decisions: 5666341
iteration: 1515; vars: 6215091; clauses: 1547872; decisions: 5670922
iteration: 1516; vars: 6219187; clauses: 1558166; decisions: 5677123
iteration: 1517; vars: 6223283; clauses: 1568472; decisions: 5679998
iteration: 1518; vars: 6227379; clauses: 1578770; decisions: 5682887
iteration: 1519; vars: 6231475; clauses: 1589068; decisions: 5685862
iteration: 1520; vars: 6235571; clauses: 1599366; decisions: 5688963
iteration: 1521; vars: 6239667; clauses: 1609660; decisions: 5691867
iteration: 1522; vars: 6243763; clauses: 1619954; decisions: 5694639
iteration: 1523; vars: 6247859; clauses: 1630248; decisions: 5697224
iteration: 1524; vars: 6251955; clauses: 1640534; decisions: 5699788
iteration: 1525; vars: 6256051; clauses: 1650812; decisions: 5702329
iteration: 1526; vars: 6260147; clauses: 1661098; decisions: 5704887
iteration: 1527; vars: 6264243; clauses: 1671384; decisions: 5707469
iteration: 1528; vars: 6268339; clauses: 1681670; decisions: 5710088
iteration: 1529; vars: 6272435; clauses: 1691956; decisions: 5712716
iteration: 1530; vars: 6276531; clauses: 1702254; decisions: 5715654
iteration: 1531; vars: 6280627; clauses: 1712560; decisions: 5718600
iteration: 1532; vars: 6284723; clauses: 1722858; decisions: 5721567
iteration: 1533; vars: 6288819; clauses: 1733148; decisions: 5724554
iteration: 1534; vars: 6292915; clauses: 1743430; decisions: 5727561
iteration: 1535; vars: 6297011; clauses: 1753704; decisions: 5730590
iteration: 1536; vars: 6301107; clauses: 1763970; decisions: 5740595
iteration: 1537; vars: 6305203; clauses: 1774256; decisions: 5743334
iteration: 1538; vars: 6309299; clauses: 1784542; decisions: 5746083
iteration: 1539; vars: 6313395; clauses: 1794820; decisions: 5749773
iteration: 1540; vars: 6317491; clauses: 1805086; decisions: 5752566
iteration: 1541; vars: 6321587; clauses: 1815360; decisions: 5755363
iteration: 1542; vars: 6325683; clauses: 1825634; decisions: 5758183
iteration: 1543; vars: 6329779; clauses: 1835908; decisions: 5761025
iteration: 1544; vars: 6333875; clauses: 1846182; decisions: 5763888
iteration: 1545; vars: 6337971; clauses: 1856466; decisions: 5766776
iteration: 1546; vars: 6342067; clauses: 1866750; decisions: 5769621
iteration: 1547; vars: 6346163; clauses: 1877026; decisions: 5772476
iteration: 1548; vars: 6350259; clauses: 1887310; decisions: 5775521
iteration: 1549; vars: 6354355; clauses: 1897588; decisions: 5778405
iteration: 1550; vars: 6358451; clauses: 1907858; decisions: 5781288
iteration: 1551; vars: 6362547; clauses: 1918128; decisions: 5784246
iteration: 1552; vars: 6366643; clauses: 1928398; decisions: 5787160
iteration: 1553; vars: 6370739; clauses: 1938678; decisions: 5790092
iteration: 1554; vars: 6374835; clauses: 1948962; decisions: 5792899
iteration: 1555; vars: 6378931; clauses: 1959238; decisions: 5795675
iteration: 1556; vars: 6383027; clauses: 1969522; decisions: 5798469
iteration: 1557; vars: 6387123; clauses: 1979814; decisions: 5801276
iteration: 1558; vars: 6391219; clauses: 1990098; decisions: 5804104
iteration: 1559; vars: 6395315; clauses: 2000390; decisions: 5806963
iteration: 1560; vars: 6399411; clauses: 2010682; decisions: 5809758
iteration: 1561; vars: 6403507; clauses: 2020974; decisions: 5814798
iteration: 1562; vars: 6407603; clauses: 2031258; decisions: 5817278
iteration: 1563; vars: 6411699; clauses: 2041542; decisions: 5819769
iteration: 1564; vars: 6415795; clauses: 2051822; decisions: 5822518
iteration: 1565; vars: 6419891; clauses: 2062110; decisions: 5825296
iteration: 1566; vars: 6423987; clauses: 2072390; decisions: 5828098
iteration: 1567; vars: 6428083; clauses: 2082670; decisions: 5830927
iteration: 1568; vars: 6432179; clauses: 2092950; decisions: 5833795
iteration: 1569; vars: 6436275; clauses: 2103230; decisions: 5836680
iteration: 1570; vars: 6440371; clauses: 2113510; decisions: 5840081
iteration: 1571; vars: 6444467; clauses: 2123790; decisions: 5842981
iteration: 1572; vars: 6448563; clauses: 2134070; decisions: 5848792
iteration: 1573; vars: 6452659; clauses: 2144358; decisions: 5851557
iteration: 1574; vars: 6456755; clauses: 2154654; decisions: 5854368
iteration: 1575; vars: 6460851; clauses: 2164950; decisions: 5857112
iteration: 1576; vars: 6464947; clauses: 2175238; decisions: 5859815
iteration: 1577; vars: 6469043; clauses: 2185534; decisions: 5862504
iteration: 1578; vars: 6473139; clauses: 2195838; decisions: 5865160
iteration: 1579; vars: 6477235; clauses: 2206142; decisions: 5867815
iteration: 1580; vars: 6481331; clauses: 2216438; decisions: 5869926
iteration: 1581; vars: 6485427; clauses: 2226742; decisions: 5872035
iteration: 1582; vars: 6489523; clauses: 2237046; decisions: 5874142
iteration: 1583; vars: 6493619; clauses: 2247350; decisions: 5876278
iteration: 1584; vars: 6497715; clauses: 2257654; decisions: 5878449
iteration: 1585; vars: 6501811; clauses: 2267958; decisions: 5880610
iteration: 1586; vars: 6505907; clauses: 2278262; decisions: 5882776
iteration: 1587; vars: 6510003; clauses: 2288566; decisions: 5885045
iteration: 1588; vars: 6514099; clauses: 2298870; decisions: 5887270
iteration: 1589; vars: 6518195; clauses: 2309182; decisions: 5889505
iteration: 1590; vars: 6522291; clauses: 2319486; decisions: 5891757
iteration: 1591; vars: 6526387; clauses: 2329790; decisions: 5893980
iteration: 1592; vars: 6530483; clauses: 2340094; decisions: 5896216
iteration: 1593; vars: 6534579; clauses: 2350390; decisions: 5898471
iteration: 1594; vars: 6538675; clauses: 2360678; decisions: 5900710
iteration: 1595; vars: 6542771; clauses: 2370966; decisions: 5902932
iteration: 1596; vars: 6546867; clauses: 2381262; decisions: 5905165
iteration: 1597; vars: 6550963; clauses: 2391550; decisions: 5907364
iteration: 1598; vars: 6555059; clauses: 2401830; decisions: 5909534
iteration: 1599; vars: 6559155; clauses: 2412110; decisions: 5911718
iteration: 1600; vars: 6563251; clauses: 2422390; decisions: 5913914
iteration: 1601; vars: 6567347; clauses: 2432670; decisions: 5916131
iteration: 1602; vars: 6571443; clauses: 2442958; decisions: 5918337
iteration: 1603; vars: 6575539; clauses: 2453246; decisions: 5920805
iteration: 1604; vars: 6579635; clauses: 2463530; decisions: 5923635
iteration: 1605; vars: 6583731; clauses: 2473814; decisions: 5926487
iteration: 1606; vars: 6587827; clauses: 2484098; decisions: 5929359
iteration: 1607; vars: 6591923; clauses: 2494390; decisions: 5932255
iteration: 1608; vars: 6596019; clauses: 2504674; decisions: 5935160
iteration: 1609; vars: 6600115; clauses: 2514958; decisions: 5938053
iteration: 1610; vars: 6604211; clauses: 2525234; decisions: 5940951
iteration: 1611; vars: 6608307; clauses: 2535502; decisions: 5943880
iteration: 1612; vars: 6612403; clauses: 2545778; decisions: 5946841
iteration: 1613; vars: 6616499; clauses: 2556046; decisions: 5949855
iteration: 1614; vars: 6620595; clauses: 2566314; decisions: 5952852
iteration: 1615; vars: 6624691; clauses: 2576582; decisions: 5955865
iteration: 1616; vars: 6628787; clauses: 2586840; decisions: 5958883
iteration: 1617; vars: 6632883; clauses: 2597098; decisions: 5961919
iteration: 1618; vars: 6636979; clauses: 2607356; decisions: 5965723
iteration: 1619; vars: 6641075; clauses: 2617644; decisions: 5968788
iteration: 1620; vars: 6645171; clauses: 2627932; decisions: 5971872
iteration: 1621; vars: 6649267; clauses: 2638228; decisions: 5974990
iteration: 1622; vars: 6653363; clauses: 2648524; decisions: 5978086
iteration: 1623; vars: 6657459; clauses: 2658820; decisions: 5981183
iteration: 1624; vars: 6661555; clauses: 2669124; decisions: 5984295
iteration: 1625; vars: 6665651; clauses: 2679436; decisions: 5987407
iteration: 1626; vars: 6669747; clauses: 2689748; decisions: 5990502
iteration: 1627; vars: 6673843; clauses: 2700052; decisions: 5993597
iteration: 1628; vars: 6677939; clauses: 1263312; decisions: 6010895
iteration: 1629; vars: 6682035; clauses: 1273610; decisions: 6011504
iteration: 1630; vars: 6686131; clauses: 1283920; decisions: 6012114
iteration: 1631; vars: 6690227; clauses: 1294230; decisions: 6013544
iteration: 1632; vars: 6694323; clauses: 1304530; decisions: 6014859
iteration: 1633; vars: 6698419; clauses: 1314822; decisions: 6017096
iteration: 1634; vars: 6702515; clauses: 1325122; decisions: 6018742
iteration: 1635; vars: 6706611; clauses: 1335430; decisions: 6021043
iteration: 1636; vars: 6710707; clauses: 1345738; decisions: 6022609
iteration: 1637; vars: 6714803; clauses: 1356038; decisions: 6024204
iteration: 1638; vars: 6718899; clauses: 1366330; decisions: 6025815
iteration: 1639; vars: 6722995; clauses: 1376622; decisions: 6027471
iteration: 1640; vars: 6727091; clauses: 1386914; decisions: 6029228
iteration: 1641; vars: 6731187; clauses: 1397198; decisions: 6031022
iteration: 1642; vars: 6735283; clauses: 1407474; decisions: 6032777
iteration: 1643; vars: 6739379; clauses: 1417750; decisions: 6034492
iteration: 1644; vars: 6743475; clauses: 1428026; decisions: 6036181
iteration: 1645; vars: 6747571; clauses: 1438302; decisions: 6037872
iteration: 1646; vars: 6751667; clauses: 1448578; decisions: 6039570
iteration: 1647; vars: 6755763; clauses: 1458846; decisions: 6041292
iteration: 1648; vars: 6759859; clauses: 1469106; decisions: 6043056
iteration: 1649; vars: 6763955; clauses: 1479358; decisions: 6044832
iteration: 1650; vars: 6768051; clauses: 1489610; decisions: 6046631
iteration: 1651; vars: 6772147; clauses: 1499862; decisions: 6048447
iteration: 1652; vars: 6776243; clauses: 1510114; decisions: 6050278
iteration: 1653; vars: 6780339; clauses: 1520374; decisions: 6052122
iteration: 1654; vars: 6784435; clauses: 1530634; decisions: 6053986
iteration: 1655; vars: 6788531; clauses: 1540894; decisions: 6055867
iteration: 1656; vars: 6792627; clauses: 1551154; decisions: 6057760
iteration: 1657; vars: 6796723; clauses: 1561422; decisions: 6059661
iteration: 1658; vars: 6800819; clauses: 1571682; decisions: 6061572
iteration: 1659; vars: 6804915; clauses: 1581934; decisions: 6063496
iteration: 1660; vars: 6809011; clauses: 1592186; decisions: 6066585
iteration: 1661; vars: 6813107; clauses: 1602438; decisions: 6068349
iteration: 1662; vars: 6817203; clauses: 1612690; decisions: 6070048
iteration: 1663; vars: 6821299; clauses: 1622950; decisions: 6071731
iteration: 1664; vars: 6825395; clauses: 1633218; decisions: 6073435
iteration: 1665; vars: 6829491; clauses: 1643494; decisions: 6075149
iteration: 1666; vars: 6833587; clauses: 1653770; decisions: 6076880
iteration: 1667; vars: 6837683; clauses: 1664046; decisions: 6078648
iteration: 1668; vars: 6841779; clauses: 1674314; decisions: 6080420
iteration: 1669; vars: 6845875; clauses: 1684582; decisions: 6082201
iteration: 1670; vars: 6849971; clauses: 1694850; decisions: 6084019
iteration: 1671; vars: 6854067; clauses: 1705118; decisions: 6085884
iteration: 1672; vars: 6858163; clauses: 1715386; decisions: 6087765
iteration: 1673; vars: 6862259; clauses: 1725646; decisions: 6089656
iteration: 1674; vars: 6866355; clauses: 1735914; decisions: 6091559
iteration: 1675; vars: 6870451; clauses: 1746190; decisions: 6093491
iteration: 1676; vars: 6874547; clauses: 1756466; decisions: 6095477
iteration: 1677; vars: 6878643; clauses: 1766742; decisions: 6098958
iteration: 1678; vars: 6882739; clauses: 1777026; decisions: 6100596
iteration: 1679; vars: 6886835; clauses: 1787310; decisions: 6102274
iteration: 1680; vars: 6890931; clauses: 1797602; decisions: 6104534
iteration: 1681; vars: 6895027; clauses: 1807934; decisions: 6105570
iteration: 1682; vars: 6899123; clauses: 1818278; decisions: 6106607
iteration: 1683; vars: 6903219; clauses: 1828610; decisions: 6108775
iteration: 1684; vars: 6907315; clauses: 1838942; decisions: 6111858
iteration: 1685; vars: 6911411; clauses: 1849264; decisions: 6119902
iteration: 1686; vars: 6915507; clauses: 1859586; decisions: 6122951
iteration: 1687; vars: 6919603; clauses: 1869916; decisions: 6126053
iteration: 1688; vars: 6923699; clauses: 1880254; decisions: 6129246
iteration: 1689; vars: 6927795; clauses: 1890584; decisions: 6131771
iteration: 1690; vars: 6931891; clauses: 1900914; decisions: 6134430
iteration: 1691; vars: 6935987; clauses: 1911236; decisions: 6137780
iteration: 1692; vars: 6940083; clauses: 1921558; decisions: 6140473
iteration: 1693; vars: 6944179; clauses: 1931872; decisions: 6144202
iteration: 1694; vars: 6948275; clauses: 1942196; decisions: 6146842
iteration: 1695; vars: 6952371; clauses: 1952520; decisions: 6149504
iteration: 1696; vars: 6956467; clauses: 1962844; decisions: 6151651
iteration: 1697; vars: 6960563; clauses: 1973168; decisions: 6153789
iteration: 1698; vars: 6964659; clauses: 1983500; decisions: 6155939
iteration: 1699; vars: 6968755; clauses: 1993832; decisions: 6158112
iteration: 1700; vars: 6972851; clauses: 2004164; decisions: 6160297
iteration: 1701; vars: 6976947; clauses: 2014488; decisions: 6162964
iteration: 1702; vars: 6981043; clauses: 2024780; decisions: 6166301
iteration: 1703; vars: 6985139; clauses: 2035104; decisions: 6169901
iteration: 1704; vars: 6989235; clauses: 2045418; decisions: 6172214
iteration: 1705; vars: 6993331; clauses: 2055724; decisions: 6174533
iteration: 1706; vars: 6997427; clauses: 2066030; decisions: 6176864
iteration: 1707; vars: 7001523; clauses: 2076336; decisions: 6179257
iteration: 1708; vars: 7005619; clauses: 2086642; decisions: 6181635
iteration: 1709; vars: 7009715; clauses: 2096940; decisions: 6184029
iteration: 1710; vars: 7013811; clauses: 2107238; decisions: 6186467
iteration: 1711; vars: 7017907; clauses: 2117544; decisions: 6188945
iteration: 1712; vars: 7022003; clauses: 2127850; decisions: 6191432
iteration: 1713; vars: 7026099; clauses: 2138156; decisions: 6193904
iteration: 1714; vars: 7030195; clauses: 2148462; decisions: 6196390
iteration: 1715; vars: 7034291; clauses: 2158768; decisions: 6198853
iteration: 1716; vars: 7038387; clauses: 2169074; decisions: 6201312
iteration: 1717; vars: 7042483; clauses: 2179388; decisions: 6203793
iteration: 1718; vars: 7046579; clauses: 2189702; decisions: 6206299
iteration: 1719; vars: 7050675; clauses: 2200024; decisions: 6209054
iteration: 1720; vars: 7054771; clauses: 2210356; decisions: 6211186
iteration: 1721; vars: 7058867; clauses: 2220696; decisions: 6213336
iteration: 1722; vars: 7062963; clauses: 2231044; decisions: 6215485
iteration: 1723; vars: 7067059; clauses: 2241392; decisions: 6217653
iteration: 1724; vars: 7071155; clauses: 2251732; decisions: 6219821
iteration: 1725; vars: 7075251; clauses: 2262072; decisions: 6222023
iteration: 1726; vars: 7079347; clauses: 2272404; decisions: 6224265
iteration: 1727; vars: 7083443; clauses: 2282736; decisions: 6226530
iteration: 1728; vars: 7087539; clauses: 2293068; decisions: 6228797
iteration: 1729; vars: 7091635; clauses: 2303392; decisions: 6232107
iteration: 1730; vars: 7095731; clauses: 2313716; decisions: 6234310
iteration: 1731; vars: 7099827; clauses: 2324040; decisions: 6236506
iteration: 1732; vars: 7103923; clauses: 2334364; decisions: 6238716
iteration: 1733; vars: 7108019; clauses: 2344680; decisions: 6240902
iteration: 1734; vars: 7112115; clauses: 2354996; decisions: 6243028
